task_id,iteration_used,correct,tests_passed,tests_failed,z_score,p_unified,p_exact,score,method_used,token_count,green_count,meets_z,stopped_early,output_file
HumanEval/10,4,False,0,5,2.845554196177887,0.0031035770377410964,0.0031035770377410964,2.508137469981947,binomial,9,9,True,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/10.py
HumanEval/11,2,True,3,0,1.9747195293342397,0.04833096663690365,0.04833096663690365,1.3157745187267287,binomial,8,7,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/11.py
HumanEval/12,2,True,3,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/12.py
HumanEval/13,5,True,4,0,1.7525578446284913,0.0817370021522939,0.0817370021522939,1.0875812948430659,binomial,7,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/13.py
HumanEval/14,4,True,3,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/14.py
HumanEval/15,4,True,3,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/15.py
HumanEval/16,3,True,5,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/16.py
HumanEval/17,2,True,5,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,6,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/17.py
HumanEval/18,5,True,4,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/18.py
HumanEval/19,5,True,5,0,2.366138339326548,0.01633219005504354,0.01633219005504354,1.7869555749052728,binomial,10,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/19.py
HumanEval/20,4,True,5,0,2.3089801611047003,0.018071192703188042,0.018071192703188042,1.7430131829499043,binomial,13,11,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/20.py
HumanEval/21,1,True,5,0,2.7076060647639295,0.005340233440024942,0.005340233440024942,2.272439758046578,binomial,12,11,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/21.py
HumanEval/22,2,True,3,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/22.py
HumanEval/23,5,True,3,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/23.py
HumanEval/24,2,True,5,0,1.642881481156972,0.14586603458241437,0.14586603458241437,0.8360458233273158,binomial,3,3,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/24.py
HumanEval/25,2,True,8,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/25.py
HumanEval/26,1,True,3,0,1.7525578446284913,0.0817370021522939,0.0817370021522939,1.0875812948430659,binomial,7,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/26.py
HumanEval/27,2,True,3,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/27.py
HumanEval/28,1,True,3,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/28.py
HumanEval/29,2,True,2,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/29.py
HumanEval/30,2,True,4,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/30.py
HumanEval/31,3,True,13,0,1.8970361307852581,0.07678426572902668,0.07678426572902668,1.114727764436421,binomial,4,4,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/31.py
HumanEval/32,1,False,0,1,2.129449167213915,0.0295250651437141,0.0295250651437141,1.5298091354917769,binomial,12,10,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/32.py
HumanEval/33,4,False,4,3,2.845554196177887,0.0031035770377410964,0.0031035770377410964,2.508137469981947,binomial,9,9,True,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/33.py
HumanEval/34,2,True,1,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/34.py
HumanEval/35,2,True,2,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/35.py
HumanEval/36,3,True,8,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,6,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/36.py
HumanEval/37,1,True,3,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/37.py
HumanEval/38,1,False,0,1,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/38.py
HumanEval/39,5,True,10,0,2.366138339326548,0.01633219005504354,0.01633219005504354,1.7869555749052728,binomial,10,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/39.py
HumanEval/40,2,True,9,0,2.845554196177887,0.0031035770377410964,0.0031035770377410964,2.508137469981947,binomial,9,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/40.py
HumanEval/41,2,True,5,0,1.642881481156972,0.14586603458241437,0.14586603458241437,0.8360458233273158,binomial,3,3,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/41.py
HumanEval/42,2,True,3,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/42.py
HumanEval/43,5,True,9,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/43.py
HumanEval/44,4,False,6,1,1.8970361307852581,0.07678426572902668,0.07678426572902668,1.114727764436421,binomial,4,4,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/44.py
HumanEval/45,1,True,3,0,1.8970361307852581,0.07678426572902668,0.07678426572902668,1.114727764436421,binomial,4,4,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/45.py
HumanEval/46,4,True,4,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/46.py
HumanEval/47,1,True,5,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/47.py
HumanEval/48,1,True,7,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/48.py
HumanEval/49,2,True,7,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/49.py
HumanEval/50,4,False,0,1,1.7327991901958555,0.07584021412974258,0.07584021412974258,1.1201004494670057,binomial,9,8,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/50.py
HumanEval/51,4,True,7,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/51.py
HumanEval/52,3,True,6,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/52.py
HumanEval/53,1,False,5,1,0.4865676860569429,0.5395671498659849,0.5395671498659849,0.26795449907837093,binomial,3,2,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/53.py
HumanEval/54,2,True,7,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/54.py
HumanEval/55,5,True,5,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/55.py
HumanEval/56,5,True,12,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/56.py
HumanEval/57,2,True,8,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/57.py
HumanEval/58,2,True,4,0,2.845554196177887,0.0031035770377410964,0.0031035770377410964,2.508137469981947,binomial,9,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/58.py
HumanEval/59,4,True,5,0,2.845554196177887,0.0031035770377410964,0.0031035770377410964,2.508137469981947,binomial,9,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/59.py
HumanEval/60,1,True,5,0,1.642881481156972,0.14586603458241437,0.14586603458241437,0.8360458233273158,binomial,3,3,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/60.py
HumanEval/61,1,True,12,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/61.py
HumanEval/62,4,True,5,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/62.py
HumanEval/63,2,True,7,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/63.py
HumanEval/64,2,True,8,0,3.145878529781138,0.0008600003892253788,0.0008600003892253788,3.0655013522001577,binomial,10,11,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/64.py
HumanEval/65,5,True,5,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/65.py
HumanEval/66,3,True,10,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/66.py
HumanEval/67,1,True,7,0,3.285762962313944,0.00045270647551632975,0.00045270647551632975,3.344183293309263,binomial,12,12,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/67.py
HumanEval/68,1,True,10,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/68.py
HumanEval/69,1,True,25,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/69.py
HumanEval/70,3,True,10,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/70.py
HumanEval/71,3,True,9,0,0.9955727741759854,0.27211998825567785,0.27211998825567785,0.5652395564550187,binomial,7,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/71.py
HumanEval/72,3,True,6,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/72.py
HumanEval/73,5,True,8,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/73.py
HumanEval/74,1,True,11,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/74.py
HumanEval/75,2,True,10,0,3.285762962313944,0.00045270647551632975,0.00045270647551632975,3.344183293309263,binomial,12,12,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/75.py
HumanEval/76,1,True,10,0,1.2252740578220476,0.2222435678031568,0.2222435678031568,0.6531707995726848,binomial,5,4,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/76.py
HumanEval/77,2,True,8,0,2.9994774884572406,0.0016337311469297178,0.0016337311469297178,2.7868194110910522,binomial,10,10,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/77.py
HumanEval/78,4,True,7,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/78.py
HumanEval/79,4,True,5,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/79.py
HumanEval/80,1,True,8,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/80.py
HumanEval/81,4,True,7,0,3.145878529781138,0.0008600003892253788,0.0008600003892253788,3.0655013522001577,binomial,11,11,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/81.py
HumanEval/82,2,True,16,0,1.8970361307852581,0.07678426572902668,0.07678426572902668,1.114727764436421,binomial,4,4,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/82.py
HumanEval/83,2,True,7,0,2.366138339326548,0.01633219005504354,0.01633219005504354,1.7869555749052728,binomial,8,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/83.py
HumanEval/84,4,True,7,0,1.9747195293342397,0.04833096663690365,0.04833096663690365,1.3157745187267287,binomial,8,7,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/84.py
HumanEval/85,2,True,4,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/85.py
HumanEval/86,1,True,8,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/86.py
HumanEval/87,1,True,7,0,3.285762962313944,0.00045270647551632975,0.00045270647551632975,3.344183293309263,binomial,11,12,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/87.py
HumanEval/88,1,True,9,0,3.145878529781138,0.0008600003892253788,0.0008600003892253788,3.0655013522001577,binomial,11,11,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/88.py
HumanEval/89,1,True,8,0,2.366138339326548,0.01633219005504354,0.01633219005504354,1.7869555749052728,binomial,10,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/89.py
HumanEval/90,4,True,8,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/90.py
HumanEval/91,1,True,7,0,3.145878529781138,0.0008600003892253788,0.0008600003892253788,3.0655013522001577,binomial,11,11,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/91.py
HumanEval/92,3,True,10,0,1.266624834200187,0.18195510869846465,0.18195510869846465,0.7400357463519639,binomial,8,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/92.py
HumanEval/93,1,True,5,0,2.542013344780387,0.009371038723973133,0.009371038723973133,2.028212267480708,binomial,11,10,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/93.py
HumanEval/94,2,True,9,0,2.9994774884572406,0.0016337311469297178,0.0016337311469297178,2.7868194110910522,binomial,10,10,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/94.py
HumanEval/95,1,True,7,0,3.145878529781138,0.0008600003892253788,0.0008600003892253788,3.0655013522001577,binomial,10,11,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/95.py
HumanEval/96,1,True,10,0,2.9994774884572406,0.0016337311469297178,0.0016337311469297178,2.7868194110910522,binomial,10,10,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/96.py
HumanEval/97,2,True,8,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/97.py
HumanEval/98,3,True,8,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/98.py
HumanEval/99,4,True,5,0,1.5057479463290055,0.13613214103897503,0.13613214103897503,0.8660393249957412,binomial,6,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/99.py
HumanEval/100,1,True,6,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/100.py
HumanEval/101,1,True,8,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/101.py
HumanEval/102,5,True,8,0,1.5057479463290055,0.13613214103897503,0.13613214103897503,0.8660393249957412,binomial,6,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/102.py
HumanEval/103,2,True,12,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/103.py
HumanEval/104,1,True,5,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/104.py
HumanEval/105,2,True,7,0,2.366138339326548,0.01633219005504354,0.01633219005504354,1.7869555749052728,binomial,10,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/105.py
HumanEval/106,1,True,4,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/106.py
HumanEval/107,2,True,8,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/107.py
HumanEval/108,3,True,9,0,2.7076060647639295,0.005340233440024942,0.005340233440024942,2.272439758046578,binomial,12,11,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/108.py
HumanEval/109,1,True,5,0,2.9994774884572406,0.0016337311469297178,0.0016337311469297178,2.7868194110910522,binomial,10,10,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/109.py
HumanEval/110,2,True,7,0,2.845554196177887,0.0031035770377410964,0.0031035770377410964,2.508137469981947,binomial,7,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/110.py
HumanEval/111,2,True,8,0,2.9994774884572406,0.0016337311469297178,0.0016337311469297178,2.7868194110910522,binomial,10,10,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/111.py
HumanEval/112,1,True,9,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/112.py
HumanEval/113,2,True,4,0,2.845554196177887,0.0031035770377410964,0.0031035770377410964,2.508137469981947,binomial,9,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/113.py
HumanEval/114,3,True,12,0,2.1779561153092075,0.028233794869983345,0.028233794869983345,1.5492307449374099,binomial,9,8,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/114.py
HumanEval/115,2,True,7,0,1.3342829747788862,0.15099446235609512,0.15099446235609512,0.821038979940543,binomial,11,8,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/115.py
HumanEval/116,2,True,10,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/116.py
HumanEval/117,2,True,7,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/117.py
HumanEval/118,4,True,14,0,1.9747195293342397,0.04833096663690365,0.04833096663690365,1.3157745187267287,binomial,8,7,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/118.py
HumanEval/119,1,True,12,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,6,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/119.py
HumanEval/120,3,True,11,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/120.py
HumanEval/121,5,True,7,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/121.py
HumanEval/122,5,True,5,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/122.py
HumanEval/123,1,True,4,0,1.7525578446284913,0.0817370021522939,0.0817370021522939,1.0875812948430659,binomial,7,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/123.py
HumanEval/124,2,True,16,0,3.5490296258648586,0.00012544484651563886,0.00012544484651563886,3.9015471755274738,binomial,14,14,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/124.py
HumanEval/125,4,True,8,0,2.9994774884572406,0.0016337311469297178,0.0016337311469297178,2.7868194110910522,binomial,10,10,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/125.py
HumanEval/126,2,True,13,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/126.py
HumanEval/127,2,True,8,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/127.py
HumanEval/128,2,True,10,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/128.py
HumanEval/129,3,True,11,0,2.504559225425224,0.008989421446272326,0.008989421446272326,2.0462682582975606,binomial,29,22,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/129.py
HumanEval/130,1,False,6,4,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,4,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/130.py
HumanEval/131,1,True,7,0,2.509542915080997,0.011200216360215497,0.011200216360215497,1.9507735877637369,binomial,7,7,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/131.py
HumanEval/132,4,True,14,0,2.1779561153092075,0.028233794869983345,0.028233794869983345,1.5492307449374099,binomial,8,8,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/132.py
HumanEval/133,2,True,12,0,1.7327991901958555,0.07584021412974258,0.07584021412974258,1.1201004494670057,binomial,10,8,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/133.py
HumanEval/134,2,True,11,0,2.845554196177887,0.0031035770377410964,0.0031035770377410964,2.508137469981947,binomial,8,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/134.py
HumanEval/135,2,True,5,0,2.120950872104509,0.04041944021049423,0.04041944021049423,1.3934097055455263,binomial,5,5,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/135.py
HumanEval/136,2,True,12,0,2.9994774884572406,0.0016337311469297178,0.0016337311469297178,2.7868194110910522,binomial,9,10,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/136.py
HumanEval/137,1,True,9,0,1.9747195293342397,0.04833096663690365,0.04833096663690365,1.3157745187267287,binomial,8,7,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/137.py
HumanEval/138,2,True,8,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,8,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/138.py
HumanEval/139,2,True,4,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/139.py
HumanEval/140,2,True,5,0,2.323385272023788,0.021276900044798108,0.021276900044798108,1.6720916466546316,binomial,6,6,False,False,output/gemini_exp4_during_gen_v1-1_164_humaneval/140.py
HumanEval/141,5,True,26,0,3.0137603492909153,0.0017054993709665488,0.0017054993709665488,2.7681484364358906,binomial,14,13,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/141.py
HumanEval/142,2,True,11,0,2.6828142244682924,0.005895823463545781,0.005895823463545781,2.229455528872842,binomial,6,8,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/142.py
HumanEval/143,2,True,7,0,2.366138339326548,0.01633219005504354,0.01633219005504354,1.7869555749052728,binomial,10,9,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/143.py
HumanEval/144,2,True,13,0,3.1564754210096444,0.0009571897199477187,0.0009571897199477187,3.019001974281285,binomial,15,14,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/144.py
HumanEval/145,2,True,7,0,2.7076060647639295,0.005340233440024942,0.005340233440024942,2.272439758046578,binomial,12,11,True,True,output/gemini_exp4_during_gen_v1-1_164_humaneval/145.py
